feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
ADGRL4,EC,1.63007502739299,1.56304119792036,12229878.5,0.845736508622553,0,0,71.6385011021308,6.39058823529412
TCF4,EC,2.844021261989,1.58562932069534,12206278.5,0.844104490642694,0,0,93.3872152828802,62.9364705882353
ID1,EC,2.04526656060546,1.7301659063572,12190463,0.843010796559623,0,0,77.5900073475386,22.4470588235294
ITGA6,EC,1.6928272903574,1.56642418982064,12136026,0.839246298137183,0,0,72.887582659809,14.4376470588235
ABLIM3,EC,2.07950979033753,1.66366319729978,12059770.5,0.833972978346372,0,0,78.3982365907421,36.32
PIK3R3,EC,1.99930615408625,1.75484168352626,11967862.5,0.82761723646108,0,0,73.2549595885379,22.9835294117647
MECOM,EC,2.53084997387742,1.77347911699263,11919788.5,0.824292760513463,0,0,84.1293166789126,35.3411764705882
RASGRF2,EC,1.56167485104681,1.4696979104449,11913346,0.823847240350953,0,0,68.4790595150625,8.30117647058824
RAPGEF1,EC,2.06267343113281,1.56424953526476,11898277.5,0.822805203786144,0,0,78.765613519471,41.7317647058824
PITPNC1,EC,2.19608361306772,1.48780703582758,11867766.5,0.820695267320742,0,0,82.7332843497429,47.5294117647059
KIAA1217,EC,2.22923753953078,1.46750996649562,11856547.5,0.819919436400571,0,0,82.6598089639971,48.1882352941177
TACC1,EC,2.20433287977458,1.32837222562331,11781715.5,0.814744556338333,0,0,85.0110213078619,56.2541176470588
PREX2,EC,1.69233916186086,1.40262681820295,11776388,0.81437614211004,0,0,73.3284349742836,19.8117647058824
XAF1,EC,1.78543349224043,1.37804693377184,11760824,0.813299840082984,0,0,76.1204996326231,29.0635294117647
ADGRF5,EC,1.75729464083283,1.44623799630419,11753947,0.812824272809785,0,0,74.7979426891991,17.4023529411765
CCDC85A,EC,1.58644055690389,1.51311706019257,11751276.5,0.812639598910836,0,0,65.6135194709772,6.86117647058824
FLI1,EC,1.89736036292166,1.42786951111769,11725982.5,0.810890435233609,0,0,78.8390889052167,26.3058823529412
EPAS1,EC,1.99009641804166,1.36488863289333,11714846.5,0.810120344037689,0,0,80.0146950771492,44.3294117647059
CYYR1,EC,1.47342924027009,1.41225311909693,11714252.5,0.810079266974975,0,0,64.6583394562822,5.64705882352941
PRKCH,EC,1.69085971637984,1.31325280119986,11698993.5,0.809024056705709,0,0,75.6796473181484,29.8447058823529
DOCK9,EC,1.86794579248113,1.25973213476067,11631387,0.804348843843195,0,0,79.9412196914034,43.7082352941177
ENG,EC,2.0310303989665,1.44269318862136,11574308,0.800401642390975,0,0,79.0595150624541,34.6447058823529
PECAM1,EC,1.62842735158564,1.31150960576034,11561803.5,0.799536914898215,0,0,72.9610580455547,19.0588235294118
ITGA1,EC,1.93131133932051,1.47696344455647,11502369.5,0.795426857414531,0,0,74.1366642174872,27.7835294117647
ERG,EC,1.38865036487764,1.20994238248247,11462262,0.792653291265073,0,0,66.6421748714181,11.9435294117647
MCF2L,EC,1.32031542220304,1.26884609640596,11454217,0.792096952932532,0,0,61.3519470977223,6.70117647058824
TMTC1,EC,1.85097103328168,1.28736629393776,11380811.5,0.78702072005878,0,0,75.165319617928,41.4964705882353
SEC14L1,EC,1.53092460492839,1.24793708598207,11377655.5,0.786802472230626,0,0,68.6994856722998,26.0047058823529
F8,EC,1.40935629439135,1.27626552397116,11272665.5,0.77954206681938,0,0,62.1601763409258,12.6305882352941
B2M,EC,2.67482522908811,1.28646389267943,11239859,0.777273388944115,3.42798667081676e-249,1.15978193284952e-246,89.3460690668626,70.2776470588235
HLA-B,EC,2.04268405199447,1.2540474060038,11204431,0.774823425681808,6.91101064173031e-274,2.7238644107628e-271,80.6759735488611,45.9858823529412
DIPK2B,EC,1.13519633383067,1.12024757016818,11192288,0.773983697108528,0,0,55.6943423952976,1.70352941176471
NOTCH4,EC,1.12128167720735,1.08413138192125,11178531.5,0.773032389678869,0,0,56.7229977957384,3.99058823529412
FOXN3,EC,2.39027356691048,1.07891983949249,11157389,0.771570315944159,1.46890700029749e-237,4.25437754002827e-235,86.7009551800147,74.2682352941177
MGLL,EC,1.61893303582661,1.24980208949286,11151898,0.771190595150625,0,0,68.626010286554,31.5011764705882
ARHGAP31,EC,1.56937827268997,1.07394734044829,11130958,0.769742524960021,8.71350288533688e-282,3.58199923450876e-279,72.5202057310801,39.6611764705882
PLEKHG1,EC,1.52250006539201,1.23019900825028,11129600.5,0.769648649349527,0,0,65.6135194709772,22.0235294117647
GRB10,EC,1.62540205992816,1.19077296704391,11116990,0.768776591606518,5.02972557101134e-287,2.18512998074244e-284,70.0955180014695,37.6188235294118
SYNE2,EC,1.78422171143236,1.02034195593816,11086284,0.766653170246791,1.62865150503895e-248,5.41434571209948e-246,77.8104335047759,51.9152941176471
PLCB1,EC,2.56323150002647,1.13667576883966,11080561,0.766257405886675,1.40700201506527e-232,3.76161496768954e-230,89.4195444526084,65.5058823529412
STOM,EC,1.46717722313043,1.12284429737013,11055248,0.764506928296668,0,0,67.4504041146216,29.1482352941177
DACH1,EC,1.49983818164799,1.30389788249913,11052310.5,0.764303790465488,0,0,61.0580455547392,11.4635294117647
MCTP1,EC,1.44011947486682,1.16822452975378,11035800.5,0.763162069412629,0,0,65.3196179279941,15.9529411764706
HLA-E,EC,1.66383918507336,1.09763037688155,10998751.5,0.760600008644163,6.17423593092739e-275,2.45882514453422e-272,73.9897134459956,35.5670588235294
ARHGAP29,EC,1.67496495304888,1.08343635234745,10997059,0.760482966676752,4.43361402101475e-250,1.54092270579468e-247,73.9162380602498,44.9035294117647
A2M,EC,1.63862276124499,1.12589668721126,10919958.5,0.755151212343865,1.61913548323241e-253,5.7315896906906e-251,69.8750918442322,39.5576470588235
ELMO1,EC,1.96920057934254,1.08265907992233,10880830.5,0.752445381855902,2.14197550097476e-223,5.42316989256728e-221,80.9698750918442,51.1811764705882
SPTBN1,EC,2.36493887883287,0.895681600775701,10847306.5,0.750127086484851,5.94384251429778e-201,1.31352048071745e-198,88.0969875091844,77.2517647058824
CDH5,EC,1.04226993847417,0.94706709994851,10839959.5,0.749619017158664,0,0,55.0330639235856,8.23529411764706
UTRN,EC,2.17670920367355,0.884596522893451,10781125.5,0.745550451657518,1.50179532117016e-194,3.15467785294816e-192,84.2027920646583,74.7576470588235
GALNT18,EC,1.5349686922179,1.07900400340932,10770652,0.744826174525652,5.25986886638444e-245,1.6898323246281e-242,66.8626010286554,35.7835294117647
LNX1,EC,1.16237407886674,1.0879108650047,10758472,0.743983887280114,0,0,53.4166054371786,8.85647058823529
ADCY4,EC,0.994501529585536,0.921470166505463,10727384,0.741834049358171,0,0,52.5349008082293,6.4
PKD1L1,EC,1.37254419144438,1.28619282648595,10721488,0.741426321476423,0,0,53.4166054371786,10.0705882352941
MEF2C,EC,2.03646716800226,0.995621350833629,10718906,0.741247767644898,7.57233443375202e-196,1.61730680299874e-193,81.6311535635562,59.52
PPP1R16B,EC,1.03276104849479,0.95138939895666,10707100,0.740431343735143,0,0,52.7553269654666,7.52941176470588
MAGI1,EC,2.20027299737432,1.00622860124671,10686569,0.73901155724597,2.53417361827324e-192,5.15340380852151e-190,83.7619397501837,59.1811764705882
SLC9A3R2,EC,1.07836281545605,0.959721459804957,10649210.5,0.736428093529844,0,0,53.5635562086701,10.08
NRP1,EC,2.12277186639189,1.05010835420886,10626613.5,0.734865436314129,1.16448262189702e-184,2.21489229441518e-182,79.7942689199118,61.2517647058824
FRYL,EC,1.67589517673222,0.847471532763359,10612277.5,0.733874054544669,4.16506593620762e-184,7.88290276273036e-182,75.4592211609111,60.4141176470588
PLXNA2,EC,1.41706917342377,0.997554342741079,10583095.5,0.73185602282059,1.5709657189404e-243,4.88289352852119e-241,63.8501102130786,29.1670588235294
GNAQ,EC,1.79340626206684,0.913413859503732,10497126,0.725910947832476,9.41604364906916e-182,1.74749885799788e-179,77.5900073475386,49.4682352941177
TEK,EC,1.00725542906884,0.86732438703292,10472093,0.724179833167654,0,0,52.3879500367377,9.83529411764706
CADPS2,EC,1.52590590951217,0.862933907781848,10418768,0.720492233219519,1.70676135594268e-178,3.077886481087e-176,70.1689933872153,46.2776470588235
ELK3,EC,1.07515687221762,0.864357150519879,10408555,0.719785970523404,1.47646993378514e-284,6.27188022650443e-282,55.4004408523145,18.5129411764706
PDGFB,EC,0.972428685013919,0.884191958393097,10399405.5,0.71915325236634,0,0,48.8611315209405,7.24705882352941
FABP5,EC,1.19218696471618,1.05151799086071,10392817.5,0.718697670398064,0,0,51.2123438648053,12.0658823529412
SH2D3C,EC,0.939011702608161,0.834022939737146,10372597,0.717299356009854,0,0,49.5958853783982,8.60235294117647
HLA-C,EC,1.50870494369844,0.924128303855858,10360690.5,0.716475982193024,6.20823169417588e-187,1.22343765927855e-184,67.7443056576047,37.92
AQP1,EC,1.32919150058643,1.01178706558051,10357109.5,0.716228344210572,2.10284184350111e-248,6.93049538955956e-246,57.6781778104335,22.1176470588235
RPS6KA2,EC,1.32841958215083,0.87388485945642,10327365,0.714171413752863,1.40494816524911e-181,2.59481030462022e-179,63.409257898604,39.1811764705882
PKP4,EC,1.53096716198742,0.850217673746855,10293419,0.711823935687427,2.99773079463496e-160,4.52989114662803e-158,68.4790595150625,50.4376470588235
SOX18,EC,0.950042844301837,0.869183216258472,10273118.5,0.710420089034879,0,0,46.8038207200588,7.10588235294118
ESAM,EC,0.940941843876271,0.79864784395304,10269803,0.7101908112547,0,0,50.0367376928729,11.0117647058824
RASAL2,EC,1.93609228469556,0.795554497090795,10250647,0.708866110558845,3.421776247813e-145,4.49546143402539e-143,78.104335047759,63.9905882352941
RAPGEF2,EC,1.63742395048634,0.782985989405944,10245138.5,0.708485179582487,1.49824546336012e-147,2.02400785546716e-145,72.6671565025717,59.4070588235294
SLC9C1,EC,1.05866813931313,0.980691101284748,10220852.5,0.706805722435925,0,0,46.069066862601,7.83058823529412
NEDD9,EC,1.23170836024575,0.879259502844402,10190704.5,0.704720888619959,1.72190560490239e-213,4.0888306323617e-211,57.6781778104335,23.9905882352941
IFI27,EC,1.14874303434768,0.896973179938075,10183490,0.704221982106582,6.69983648934553e-244,2.09952007232926e-241,53.4900808229243,19.0494117647059
CMTM8,EC,1.02686422389924,0.87711651454312,10180989.5,0.704049064269352,1.26266094066768e-269,4.77948420026398e-267,50.2571638501102,16.2258823529412
CAV1,EC,1.46961916618728,0.841948454659979,10174205,0.703579893676795,1.76606160050737e-153,2.48229047974255e-151,65.9808963997061,45.9858823529412
SASH1,EC,1.76080440474758,0.808767673183728,10164231,0.702890158620392,1.44136233310846e-140,1.78911439471005e-138,77.0756796473182,57.6658823529412
CD74,EC,1.50109717653696,0.927564255495527,10138412,0.701104689458443,3.61757491471823e-174,6.22988768308975e-172,64.7318148420279,32.48
DOCK4,EC,1.75452737355211,0.785256698523929,10128862,0.700444275403034,7.65266479026142e-136,9.14278211239013e-134,74.504041146216,60.4141176470588
AFDN,EC,1.42014392093697,0.765891589086392,10124371,0.700133707913731,1.12805009941355e-143,1.4569757888743e-141,66.8626010286554,50.2211764705882
PODXL,EC,1.06583036032826,0.82383680503353,10118047.5,0.699696416994425,3.87304647028438e-230,1.02117544555477e-227,53.3431300514328,19.5482352941176
KANK3,EC,0.77895512836651,0.726270195518606,10097063.5,0.698245304058435,0,0,43.2770022042616,5.29882352941177
ID3,EC,1.29944857924969,0.862363460857107,10092408,0.697923360850586,3.69720867260788e-180,6.79557619050346e-178,59.3681116825863,29.0447058823529
CLDN5,EC,0.821573595788916,0.803346965573165,10083628,0.697316194839435,0,0,40.852314474651,2.13647058823529
LINC02388,Endocardial,3.00244661694647,2.93453281211772,9845634,0.978805673506167,0,0,96.5859030837004,5.1994944935909
PCDH7,Endocardial,2.81011379284926,2.67417002895279,9781519,0.972431667956413,0,0,96.6960352422907,8.95468496118433
LEPR,Endocardial,2.57744569929634,2.32409943480397,9769396.5,0.971226507194082,0,0,97.0264317180617,21.0868387795631
POSTN,Endocardial,2.92637763317311,2.73494989423842,9699592.5,0.964286928571372,0,0,95.9251101321586,13.6215923451887
CDH11,Endocardial,2.55800424453567,2.27476314625299,9687936.5,0.963128144999853,0,0,96.3656387665198,20.8972738761509
EMCN,Endocardial,3.0346173319191,2.68453756495614,9639642,0.958326937622132,0,0,98.6784140969163,17.3858097129446
TMEM132C,Endocardial,2.2860374399881,2.08071374229735,9564493.5,0.950856034462875,0,0,95.2643171806167,13.6486730456761
MYRIP,Endocardial,2.37929368937757,2.19043362026235,9546929,0.949109856181995,0,0,93.942731277533,16.555334897996
GMDS,Endocardial,2.48775602087196,1.90947301419573,9370862,0.931606120158778,0,0,95.8149779735683,42.2549196605886
LDB2,Endocardial,3.5342444429267,2.69139294997985,9351587,0.929689892178251,0,0,99.6696035242291,37.2810976710598
HSPG2,Endocardial,2.56282417345294,1.77206577264125,9341564,0.928693453628376,0,0,97.4669603524229,54.2336161762051
ST6GALNAC3,Endocardial,2.72668441933605,2.31607487350939,9284656,0.92303593342522,0,0,96.6960352422907,19.8140458566528
HMCN1,Endocardial,2.59226021078072,2.04934258413667,9236507.5,0.918249240666702,0,0,96.8061674008811,30.7636757537462
NPR3,Endocardial,1.91986381023772,1.84579901026761,9187214.5,0.913348767211754,0,0,85.0220264317181,8.1151832460733
PKHD1L1,Endocardial,2.78984927204193,2.38504709723613,9180460.5,0.912677316950769,0,0,98.3480176211454,15.2554612745983
CGNL1,Endocardial,2.17693439632977,1.82697021391775,9171989,0.911835121083737,0,0,91.6299559471366,24.2282000361076
ADAMTSL1,Endocardial,2.27526649158694,2.03481874112119,9169196,0.911557454430061,0,0,89.0969162995595,16.555334897996
SMOC1,Endocardial,1.54813729154186,1.52237374233376,9152502.5,0.909897866788404,0,0,83.0396475770925,2.82541975085756
ADGRF5,Endocardial,2.02936468117908,1.68146869600309,9003795.5,0.895114130637935,0,0,94.273127753304,18.1530962267557
PECAM1,Endocardial,1.9777712497129,1.63585715148555,8996808.5,0.894419516635344,0,0,93.0616740088106,19.6154540530782
BMPER,Endocardial,1.69162259054252,1.61486420467646,8986812,0.893425712588271,0,0,81.8281938325991,6.16537281097671
NOSTRIN,Endocardial,1.62544011683796,1.46709109817128,8969648.5,0.891719399802601,0,0,86.2334801762115,10.0469398808449
BMX,Endocardial,1.58289658540609,1.52945449454255,8921609,0.886943543300887,0,0,79.7356828193833,5.3710055966781
PLXNA4,Endocardial,1.98229366922756,1.58845424752072,8894303,0.88422891184894,0,0,88.4361233480176,31.9823072756815
ENG,Endocardial,2.34571091024637,1.72417184846566,8891962,0.883996180865676,0,0,95.1541850220264,35.141722332551
CLU,Endocardial,2.27157395949303,1.94143004630742,8829231.5,0.87775981566036,0,0,84.8017621145375,23.2171872179094
CD9,Endocardial,2.02537905665973,1.58134193791402,8797778.5,0.874632909373899,0,0,88.9867841409692,30.0866582415599
PPM1H,Endocardial,1.45578274424325,1.27104099872575,8776903,0.872557567365728,0,0,83.4801762114538,16.8983571041704
AC020637.1,Endocardial,1.37378487667196,1.33970852345352,8763031,0.871178479710948,0,0,75.9911894273128,3.62881386531865
EGFL7,Endocardial,1.68330701470618,1.39917588697311,8761274.5,0.8710038569121,0,0,89.7577092511013,14.7228741650117
CALCRL,Endocardial,1.86663349138488,1.50267174067537,8741789,0.869066702031967,0,0,88.215859030837,22.6304387073479
FOXC1,Endocardial,1.22291663382102,1.15493195104976,8731595,0.868053263482888,0,0,77.4229074889868,6.67990612023831
ERG,Endocardial,1.52467798029593,1.30764260807726,8721531,0.867052748909813,0,0,85.6828193832599,12.6196064271529
PODXL,Endocardial,1.56022568935943,1.32506666070128,8692799.5,0.864196401090227,0,0,84.0308370044053,18.4148763314678
HLA-E,Endocardial,2.12210613585071,1.54857469095358,8669017,0.861832059095576,0,0,89.9779735682819,35.8277667448998
ECE1,Endocardial,1.69309903324401,1.26903424828874,8665064.5,0.861439120517468,0,0,89.5374449339207,33.164831196967
PCDH15,Endocardial,1.3907762505422,1.32859623391938,8648085,0.859751100128604,0,0,75,6.36396461455136
SELP,Endocardial,1.17377226788588,1.14529370120809,8627236,0.857678392623233,0,0,73.2378854625551,2.82541975085756
NFIB,Endocardial,2.79017632542137,1.23617769418912,8623162.5,0.857273424805922,1.99680210933007e-284,4.62665099647261e-282,97.6872246696035,76.566167178191
EPB41L4A,Endocardial,2.09724871482445,1.3322591164044,8616168,0.85657806518933,1.71306233965176e-307,4.6780061648019e-305,93.3920704845815,52.2838057411085
TEK,Endocardial,1.32177749596781,1.17215951490123,8592205.5,0.854195828458675,0,0,79.9559471365639,9.3157609676837
PRCP,Endocardial,1.39401999283875,1.18857785910838,8560388,0.851032685331804,0,0,79.9559471365639,20.4639826683517
RALGAPA2,Endocardial,2.05575183416653,1.27318008441702,8547263.5,0.849727910539045,3.85543125579035e-294,9.50948337678198e-292,92.9515418502203,53.3218992597942
PDE1A,Endocardial,1.98600127262436,1.49187284784226,8491601.5,0.844194261675122,0,0,87.4449339207049,29.5992056327857
FLNB,Endocardial,1.5246913051258,1.18782777191395,8490848.5,0.844119402029502,0,0,84.2511013215859,27.1077811879401
VIM,Endocardial,2.70069247583591,1.67706114617884,8474295.5,0.842473782223449,1.67147409255843e-278,3.71523988561635e-276,94.1629955947137,55.6327857013902
ST6GAL1,Endocardial,2.00189257441205,1.31534350902276,8471794,0.84222509510058,4.9031979775503e-297,1.25808162335386e-294,92.511013215859,45.6851417223326
B2M,Endocardial,3.09618898885901,1.68975851997951,8462558.5,0.841306946020728,1.5787479441794e-262,3.16005825413207e-260,95.704845814978,70.5361978696516
HLA-B,Endocardial,2.37266774299214,1.55979763577256,8461902.5,0.84124172964951,1.42339071571946e-293,3.48831092645325e-291,92.0704845814978,46.4704820364687
DAPK1,Endocardial,1.83595454312558,1.36398619905849,8456251,0.840679884646555,0,0,88.9867841409692,27.0355659866402
CRIM1,Endocardial,2.09787004360551,1.42761306603293,8446553,0.83971575603669,1.96097162439971e-305,5.24265078128849e-303,91.1894273127753,41.1085033399531
NRG1,Endocardial,2.16076465070855,2.04788981654419,8422089,0.837283662583221,0,0,71.4757709251101,9.20743816573389
ADIRF,Endocardial,1.74294097033573,1.33802672973884,8420894,0.837164861419188,0,0,84.2511013215859,27.5230185954143
SPARCL1,Endocardial,2.64790229625826,1.60268056873649,8369064.5,0.83201222130937,9.97324230209183e-267,2.07221210027866e-264,94.0528634361234,52.3199133417584
MMRN2,Endocardial,1.06157474791456,0.969057411888021,8352583.5,0.830373759397719,0,0,72.4669603524229,7.32081603177469
ITGA9,Endocardial,1.72651936877182,1.27615098994671,8343667.5,0.829487373474275,0,0,84.3612334801762,32.8218089907926
SETBP1,Endocardial,1.88955175537654,1.28452904323142,8342004,0.829321996289029,9.37060837248764e-295,2.34148842280114e-292,89.5374449339207,38.7795630980321
SULF2,Endocardial,1.23667831159585,1.02519304386083,8341216,0.829243657111408,0,0,78.6343612334802,15.7429138833725
WWTR1,Endocardial,1.79770914633329,1.19717705769989,8317484,0.826884335584359,2.32016496633356e-275,4.95543166636303e-273,87.6651982378855,44.2859721971475
TGM2,Endocardial,1.43618873496085,1.11569464871391,8286600.5,0.823814046254314,0,0,79.5154185022026,29.6623939339231
MECOM,Endocardial,2.4273187179256,1.58894114318543,8275017,0.822662470284797,2.52262945087091e-289,5.99022649293452e-287,94.9339207048458,36.4506228561112
TM4SF1,Endocardial,1.86017690117116,1.3984668176879,8261631.5,0.821331748124831,0,0,82.9295154185022,26.4127098754288
ATL2,Endocardial,1.35191940150369,1.01659392580478,8256945,0.820865838789902,0,0,80.3964757709251,31.413612565445
EFNB2,Endocardial,1.31536309484376,1.05697925110602,8250561.5,0.820231221860528,0,0,79.625550660793,15.0027080700487
COLEC11,Endocardial,1.01472909315129,0.965483199645244,8225009,0.817690914961829,0,0,66.8502202643172,4.3419389781549
IL1R1,Endocardial,1.41110543546381,1.1104713926577,8222439,0.817435417897758,0,0,78.6343612334802,23.975446831558
PTGS1,Endocardial,0.993198543153212,0.902067306169139,8202043.5,0.8154077951856,0,0,69.3832599118943,8.6838779563098
SNTB2,Endocardial,1.23853334963947,0.98800325963358,8199304,0.815135447245125,0,0,77.4229074889868,21.5833182884997
VWF,Endocardial,1.89059584553913,1.48900022709346,8182786,0.813493306971073,0,0,79.7356828193833,19.687669254378
SHANK3,Endocardial,1.20954173077643,0.974986458836736,8177856.5,0.813003239742539,0,0,77.863436123348,14.4791478606247
BMP6,Endocardial,1.20205947576844,1.1355070008449,8161028.5,0.811330280756478,0,0,66.079295154185,5.00090269001625
EEF1A1,Endocardial,2.77762947800506,1.29219144639454,8152733,0.810505581964651,6.63196403675617e-216,1.06981694974357e-213,94.9339207048458,75.0135403502437
ST8SIA6,Endocardial,1.20305219542688,1.08674041768891,8149842,0.810218172621372,0,0,68.7224669603524,7.42011193356202
LINC02147,Endocardial,2.05721712357974,1.52038690952603,8145682.5,0.809804655096858,1.49001509695511e-302,3.92860463253039e-300,78.9647577092511,29.2291027261239
CDH13,Endocardial,2.33535213554599,1.35629556898032,8133650.5,0.808608491410129,6.52291269741173e-238,1.16531530530256e-235,93.3920704845815,47.7793825600289
CLEC14A,Endocardial,1.20279681425704,1.0515279577143,8106686.5,0.805927859956591,0,0,70.0440528634361,10.4892579888066
PTPRB,Endocardial,1.35285065535805,1.03653901892534,8103958,0.805656605583317,0,0,79.7356828193833,15.454053078173
NRG3,Endocardial,1.67727929673792,1.56608531165628,8098962,0.80515992724398,0,0,65.7488986784141,8.67485105614732
SMAD6,Endocardial,1.363819829508,1.10887414383739,8049062,0.800199108762615,0,0,73.7885462555066,18.9384365408919
FOXP1,Endocardial,2.67722094129332,0.912632602784102,8046289,0.799923430412939,1.06444766160258e-199,1.57732164925303e-197,97.5770925110132,83.6974183065535
CD93,Endocardial,1.06287970969263,0.924907644433203,8042698,0.799566430429641,0,0,68.9427312775331,9.42408376963351
FLI1,Endocardial,1.71235880962974,1.16931620670414,8033915.5,0.798693316435401,2.14060707338307e-285,4.99009445259195e-283,87.4449339207049,27.7486910994764
SCD5,Endocardial,1.11543177717667,0.973593957015055,8028808,0.798185553301261,0,0,68.5022026431718,11.4009749052176
HLA-C,Endocardial,1.83069747454872,1.23472338899079,8020635.5,0.797373082579037,1.01841563148361e-244,1.91798266045566e-242,83.3700440528634,37.8588192814587
HLA-A,Endocardial,1.82740542324827,1.16731932593626,7972655,0.792603091574124,1.35385344534219e-226,2.33149419229176e-224,84.3612334801762,41.9118974544142
RPL13,Endocardial,2.08890711476163,1.11325891815779,7952655,0.790614787573577,6.08180996775428e-198,8.84082421586365e-196,90.3083700440529,59.3879761689836
CPD,Endocardial,1.10365318674983,0.836961878793131,7915803.5,0.786951188329769,4.50486857435186e-282,1.02515256229789e-279,74.1189427312775,25.4197508575555
HIBCH,Endocardial,1.52418220167956,0.929977664697259,7910405,0.786414495372421,1.87717313341485e-209,2.96554570510674e-207,83.4801762114538,45.9830294276945
MMP28,Endocardial,0.842411108862255,0.768190425369988,7907336.5,0.786109439831137,0,0,62.7753303964758,7.12222422820004
RAPGEF5,Endocardial,1.3610119822286,0.94588280510248,7900632,0.785442910622554,3.70115813452434e-254,7.18268916959391e-252,80.1762114537445,29.8068243365228
ECSCR,Endocardial,0.83211479006615,0.759543371295921,7898914,0.785272115308907,0,0,62.5550660792952,5.30781729554071
CMIP,Endocardial,1.41477586862736,0.949446477247485,7895595,0.784942156260016,8.73402020181622e-239,1.56765411425181e-236,81.9383259911894,33.3995306011916
LRIG3,Endocardial,0.959993883855018,0.820536841101849,7894551,0.784838366791188,0,0,66.7400881057269,13.8743455497382
ADGRG6,Endocardial,1.00732156134299,0.843247460208473,7892051.5,0.784589878498719,0,0,67.9515418502203,12.5293374255281
HEG1,Endocardial,1.82912841813614,0.974509776620131,7868042,0.782202969253662,2.2152529267645e-193,3.10224669022467e-191,91.4096916299559,52.4553168441957
FLT1,Endocardial,1.29135904459234,0.916363403957911,7862382,0.781640279221507,0,0,77.2026431718062,17.8371547210688
FGD5,Endocardial,1.05870440537987,0.811364058909287,7861344,0.781537086243879,0,0,73.7885462555066,16.5282541975086
GNA14,Endocardial,1.15182074489443,0.916892989258038,7859289,0.781332788007823,0,0,70.5947136563877,16.7087922007583
RPL28,Endocardial,1.7580300787927,1.03086241202405,7832304.5,0.778650118542685,6.11025289986552e-195,8.58827494907201e-193,85.7929515418502,47.9960281639285
TMEM108,Endocardial,1.56802685704545,1.09025271717307,7820318,0.777458478247557,4.30828253607763e-229,7.52100226651982e-227,77.863436123348,32.9662393933923
DCN,FB,3.25736553903383,2.79412633195363,24186895.5,0.943650531383626,0,0,93.9339554917444,35.9782608695652
NEGR1,FB,2.54275874952666,2.35491948741458,23443188.5,0.914634839570523,0,0,87.2218234027279,14.4021739130435
ABCA8,FB,2.53477225919933,2.06874467040887,23402142,0.913033412403633,0,0,90.7394113424264,38.0978260869565
FBN1,FB,2.22438896804228,1.92093433547673,23278077.5,0.908193042073723,0,0,88.5857860732233,23.75
LAMA2,FB,3.66202983204507,2.29654721622078,23242219,0.906794024470177,0,0,97.8822684852836,52.4782608695652
CDH19,FB,2.24923062570561,2.11223992552638,23037013.5,0.89878794203939,0,0,84.0631730078967,8.36956521739131
COL1A2,FB,2.14817730483184,1.81072647694117,22856837.5,0.891758384312869,0,0,87.724335965542,25.0978260869565
BICC1,FB,2.20712525997828,1.79934436480352,22819381.5,0.890297040325853,0,0,89.0882986360373,27.8478260869565
ABCA6,FB,2.15230600117251,1.83778110770353,22634570.5,0.88308664830363,0,0,86.3603732950467,22.7717391304348
ABCA10,FB,1.98916940343574,1.8328610928275,22419316,0.874688504634976,0,0,79.9353912419239,15.195652173913
FBLN1,FB,2.06277635206652,1.87483652261909,22327315.5,0.871099109678829,0,0,80.0789662598708,15.9782608695652
COL15A1,FB,1.91125097389571,1.70299023447775,22245811,0.867919215643435,0,0,80.689160086145,14.3913043478261
COL8A1,FB,1.91588543965206,1.57787373753774,21907504.5,0.854720204282281,0,0,82.4479540559943,22.9565217391304
GSN,FB,3.03188614529523,1.97963227204688,21905031,0.854623700802147,0,0,89.9497487437186,67.9782608695652
COL6A1,FB,1.87236711655987,1.39291832587518,21795658.5,0.85035653812541,0,0,85.1758793969849,38.0434782608696
COL6A3,FB,1.49495089609636,1.38008615294586,21732646.5,0.847898128062674,0,0,74.6231155778894,9.76086956521739
MGP,FB,2.69871736936728,1.94938433641021,21676587.5,0.845710988950966,0,0,86.4680545585068,48.1847826086957
ABCA9,FB,1.72210033043562,1.51062569377635,21468293.5,0.83758440884547,0,0,75.9511844938981,16.1086956521739
COL6A2,FB,1.80940959707107,1.41606691303272,21465181.5,0.837462994319423,0,0,81.2275664034458,29.7826086956522
RORA,FB,3.07046815210619,1.32296296721726,21405145,0.835120673241986,0,0,97.4874371859297,73.4347826086956
UNC5C,FB,1.72518145278831,1.44710706517628,21402405.5,0.835013791785012,0,0,78.391959798995,17.5978260869565
SCN7A,FB,1.69246556396824,1.53838619092798,21322138,0.831882159243422,0,0,72.7566403445801,10.0108695652174
C7,FB,1.83946769533354,1.59859866827047,21256283.5,0.829312849183807,0,0,74.6949030868629,19.2934782608696
SLIT2,FB,1.86557688601809,1.49129671328523,21237717.5,0.828588497612285,0,0,80.186647523331,23.4891304347826
IGFBP7,FB,2.55972164690252,1.63885045378103,21066568,0.821911108336715,0,0,90.2368987796124,50.5
LUM,FB,1.60638207806079,1.48028627625917,21062642,0.821757935640938,0,0,69.8133524766691,11.9130434782609
FN1,FB,2.10334131677756,1.54206640767436,21030128.5,0.820489423046912,0,0,83.0581478822685,34.1521739130435
TNXB,FB,1.74309415161898,1.390528400852,21012824.5,0.819814308342957,0,0,76.4536970567121,26.0652173913044
